Team ID , Team  , Region , Country , Track , Section , Size , Status , Year
2666,Montpellier,Europe,France,New Application,Overgrad,17,Accepted,2018
2870,MORPH-UJ-AGH-KRK-PL,Europe,Poland,,Unspecified,1,Withdrawn,2018
2722,Munich,Europe,Germany,Manufacturing,Overgrad,28,Accepted,2018
2740,Nanjing-China,Asia,China,Energy,Undergrad,20,Accepted,2018
2597,Nanjing_NFLS,Asia,China,High School,High_school,19,Accepted,2018
2557,NAU-CHINA,Asia,China,Foundational Advance,Undergrad,21,Accepted,2018
2687,Navarra_BG,Europe,Spain,High School,High_school,11,Accepted,2018
2850,NAWI_Graz,Europe,Austria,Environment,Overgrad,12,Accepted,2018
2546,NCHU_Taichung,Asia,Taiwan,New Application,Undergrad,22,Accepted,2018
2762,NCKU_Tainan,Asia,Taiwan,Environment,Undergrad,20,Accepted,2018
2599,NCTU_Formosa,Asia,Taiwan,Environment,Undergrad,18,Accepted,2018
2694,NDC-HighRiverAB,North America,Canada,High School,High_school,8,Accepted,2018
2542,NEFU_China,Asia,China,Information Processing,Undergrad,32,Accepted,2018
2817,NEU_China_A,Asia,China,Therapeutics,Undergrad,26,Accepted,2018
2824,NEU_China_B,Asia,China,Food & Nutrition,Overgrad,21,Accepted,2018
2797,Newcastle,Europe,United Kingdom,Environment,Overgrad,28,Accepted,2018
2831,New_York_City,North America,United States,High School,High_school,34,Accepted,2018
2781,NJU-China,Asia,China,Foundational Advance,Undergrad,16,Accepted,2018
2705,NKU_CHINA,Asia,China,New Application,Undergrad,23,Accepted,2018
2659,NorthernBC-Canada,North America,Canada,Therapeutics,Undergrad,20,Withdrawn,2018
2806,Northwestern,North America,United States,Environment,Undergrad,13,Accepted,2018
2715,Nottingham,Europe,United Kingdom,Therapeutics,Undergrad,17,Accepted,2018
2707,NPU-China,Asia,China,Foundational Advance,Undergrad,19,Accepted,2018
2635,NTHU_Formosa,Asia,Taiwan,Diagnostics,Overgrad,14,Accepted,2018
2774,NTHU_Taiwan,Asia,Taiwan,Open,Undergrad,21,Accepted,2018
2754,NTNU_Trondheim,Europe,Norway,Therapeutics,Overgrad,13,Accepted,2018
2818,NTU-Singapore,Asia,Singapore,Foundational Advance,Overgrad,12,Accepted,2018
2653,NUDT_CHINA,Asia,China,Foundational Advance,Undergrad,29,Accepted,2018
2819,NUS_Singapore-A,Asia,Singapore,Manufacturing,Undergrad,22,Accepted,2018
2807,NUS_Singapore-Sci,Asia,Singapore,Foundational Advance,Undergrad,19,Accepted,2018
2896,NU_Kazakhstan,Asia,Kazakhstan,Environment,Undergrad,17,Accepted,2018
2544,NWU-China,Asia,China,Environment,Undergrad,18,Accepted,2018
2751,NYMU-Taipei,Asia,Taiwan,New Application,Undergrad,22,Accepted,2018
2808,NYU_Abu_Dhabi,Asia,United Arab Emirates,Diagnostics,Undergrad,21,Accepted,2018
2650,OLS_Canmore_Canada,North America,Canada,High School,High_school,12,Accepted,2018
2747,Osiris_Rio_UFRJ,Latin America,Brazil,,Unspecified,1,Withdrawn,2018
2615,OUC-China,Asia,China,Foundational Advance,Undergrad,16,Accepted,2018
2757,Oxford,Europe,United Kingdom,Therapeutics,Undergrad,13,Accepted,2018
2738,Paris_Bettencourt,Europe,France,Therapeutics,Overgrad,16,Accepted,2018
2616,Pasteur_Paris,Europe,France,New Application,Overgrad,25,Accepted,2018
2601,Peking,Asia,China,Foundational Advance,Undergrad,22,Accepted,2018
2785,Pittsburgh,North America,United States,Information Processing,Undergrad,9,Accepted,2018
2565,Pittsburgh_CSL,North America,United States,High School,High_school,12,Accepted,2018
2696,Purdue,North America,United States,Diagnostics,Undergrad,9,Accepted,2018
2612,Queens_Canada,North America,Canada,Diagnostics,Undergrad,20,Accepted,2018
2572,RDFZ-China,Asia,China,High School,High_school,23,Accepted,2018
2645,REC-CHENNAI,Asia,India,Foundational Advance,Undergrad,23,Accepted,2018
2655,Rheda_Bielefeld,Europe,Germany,High School,High_school,12,Accepted,2018
2716,RHIT,North America,United States,Environment,Undergrad,10,Accepted,2018
2540,Rice,North America,United States,Foundational Advance,Undergrad,19,Accepted,2018
2741,RMHS_Maryland,North America,United States,High School,High_school,19,Accepted,2018
2604,Rotterdam_HR,Europe,Netherlands,Open,Overgrad,13,Accepted,2018
2749,Ruia-Mumbai,Asia,India,Environment,Undergrad,12,Accepted,2018
2897,Saint_Joseph,Europe,Turkey,High School,High_school,12,Accepted,2018
2888,SBS_SH_112144,North America,China,High School,High_school,19,Accepted,2018
2559,SCAU-China,Asia,China,New Application,Undergrad,13,Accepted,2018
2611,SCU-China,Asia,China,Foundational Advance,Undergrad,29,Accepted,2018
2733,SCUT-ChinaA,Asia,China,Environment,Undergrad,11,Accepted,2018
2763,SCUT_ChinaB,Asia,China,Environment,Undergrad,17,Accepted,2018
2553,SDSZ_China,Asia,China,High School,High_school,15,Accepted,2018
2627,SDU-CHINA,Asia,China,New Application,Undergrad,14,Accepted,2018
2816,SFLS_Shenzhen,Asia,China,High School,High_school,16,Accepted,2018
2787,ShanghaiTech,Asia,China,Foundational Advance,Undergrad,21,Accepted,2018
2745,SHPH-Shanghai,Asia,China,High School,High_school,18,Accepted,2018
2684,SHSBNU_China,Asia,China,High School,High_school,19,Accepted,2018
2836,SHSID_China,Asia,China,High School,High_school,23,Accepted,2018
2794,SHSU_China,Asia,China,High School,High_school,16,Accepted,2018
2830,SIAT-SCIE,Asia,China,High School,High_school,19,Accepted,2018
2552,SJTU-BioX-Shanghai,Asia,United States,Diagnostics,Undergrad,24,Accepted,2018
2704,SJTU-software,Asia,China,Software,Undergrad,16,Accepted,2018
2569,SKLMT-China,Asia,China,Environment,Undergrad,18,Accepted,2018
2532,SKLPB_China,Asia,China,,Unspecified,1,Withdrawn,2018
2865,SMMU-China,Asia,China,Therapeutics,Undergrad,20,Accepted,2018
2551,SMS_Shenzhen,Asia,China,High School,High_school,27,Accepted,2018
2703,Sorbonne_U_Paris,Europe,France,Foundational Advance,Overgrad,21,Accepted,2018
2878,SSHS-Shenzhen,Asia,China,High School,High_school,25,Accepted,2018
2593,SSTi-SZGD,Asia,China,Manufacturing,Undergrad,18,Accepted,2018
2876,Stanford,North America,United States,New Application,Undergrad,8,Accepted,2018
2868,Stanford-Brown-RISD,North America,United States,Manufacturing,Undergrad,12,Accepted,2018
2835,Stockholm,Europe,Sweden,Environment,Overgrad,43,Accepted,2018
2596,Stony_Brook,North America,United States,Energy,Undergrad,29,Accepted,2018
2848,Stuttgart,Europe,Germany,Manufacturing,Overgrad,20,Accepted,2018
2844,St_Andrews,Europe,United Kingdom,Diagnostics,Undergrad,24,Accepted,2018
2690,SUIS_Shanghai,Asia,China,High School,High_school,14,Accepted,2018
2591,SUSTech_Shenzhen,Asia,China,Foundational Advance,Undergrad,19,Accepted,2018
2793,Synbio_Shanghai,Asia,Unspecified,High School,High_school,1,Withdrawn,2018
2748,SYSU-CHINA,Asia,China,Therapeutics,Undergrad,16,Accepted,2018
2750,SYSU-Software,Asia,China,Software,Undergrad,25,Accepted,2018
2788,SZU-China,Asia,China,Manufacturing,Undergrad,17,Accepted,2018
2673,Tacoma_RAINmakers,North America,United States,High School,High_school,20,Accepted,2018
2576,Tartu_TUIT,Europe,Estonia,Environment,Undergrad,24,Accepted,2018
2539,TAS_Taipei,Asia,Taiwan,High School,High_school,32,Accepted,2018
2834,Tec-Chihuahua,Latin America,Mexico,Food & Nutrition,Undergrad,21,Accepted,2018
2761,Tec-Monterrey,Latin America,Mexico,Foundational Advance,Undergrad,30,Accepted,2018
2719,TecCEM,Latin America,Mexico,Therapeutics,Undergrad,22,Accepted,2018
2760,TecMonterrey_GDL,Latin America,Mexico,Therapeutics,Undergrad,22,Accepted,2018
2839,Thessaloniki,Europe,Greece,Foundational Advance,Undergrad,13,Accepted,2018
2579,The_Webb_Schools,North America,United States,High School,High_school,1,Withdrawn,2018
2637,Tianjin,Asia,China,Foundational Advance,Undergrad,24,Accepted,2018
2644,TJU_China,Asia,China,New Application,Undergrad,23,Accepted,2018
2729,Tokyo_Tech,Asia,Japan,New Application,Undergrad,17,Accepted,2018
2863,Tongji-Software,Asia,China,Software,Undergrad,10,Accepted,2018
2730,Tongji_China,Asia,China,Therapeutics,Undergrad,14,Accepted,2018
2699,Toronto,North America,Canada,New Application,Undergrad,29,Accepted,2018
2668,Toulouse-INSA-UPS,Europe,France,Manufacturing,Undergrad,20,Accepted,2018
2590,TPHS_San_Diego,North America,United States,High School,High_school,25,Accepted,2018
2558,Tsinghua,Asia,China,Information Processing,Undergrad,20,Accepted,2018
2583,Tsinghua-A,Asia,China,Diagnostics,Undergrad,20,Accepted,2018
2812,TU-Eindhoven,Europe,Netherlands,New Application,Overgrad,18,Accepted,2018
2643,TUDelft,Europe,Netherlands,New Application,Overgrad,22,Accepted,2018
2689,Tuebingen,Europe,Germany,Foundational Advance,Overgrad,24,Accepted,2018
2875,Tufts,North America,United States,Diagnostics,Undergrad,6,Accepted,2018
2685,TUST_China,Asia,China,Environment,Undergrad,19,Accepted,2018
2770,TU_Darmstadt,Europe,Germany,Manufacturing,Overgrad,31,Accepted,2018
2779,UAlberta,North America,Canada,Food & Nutrition,Undergrad,18,Accepted,2018
2676,UBonn_HBRS,Europe,Germany,Therapeutics,Undergrad,14,Withdrawn,2018
2598,UCAS-China,Asia,China,Open,Undergrad,20,Accepted,2018
2780,UChicago,North America,United States,New Application,Undergrad,8,Accepted,2018
2723,UChile_Biotec,Latin America,Chile,Environment,Undergrad,16,Accepted,2018
2842,UCL,Europe,United Kingdom,Manufacturing,Undergrad,21,Accepted,2018
2766,UCLA,North America,United States,,Unspecified,1,Withdrawn,2018
2654,UCLouvain,Europe,United States,Therapeutics,Overgrad,14,Accepted,2018
2706,UConn,North America,United States,Manufacturing,Undergrad,8,Accepted,2018
2871,UCopenhagen,Europe,Denmark,New Application,Overgrad,19,Accepted,2018
2628,UCSC,North America,United States,Manufacturing,Undergrad,19,Accepted,2018
2869,UC_Davis,North America,United States,Environment,Undergrad,8,Accepted,2018
2881,UC_San_Diego,North America,United States,Diagnostics,Undergrad,12,Accepted,2018
2617,UESTC-China,Asia,China,Energy,Undergrad,23,Accepted,2018
2646,UESTC-Software,Asia,China,Software,Undergrad,21,Accepted,2018
2677,UFlorida,North America,United States,Food & Nutrition,Undergrad,19,Accepted,2018
2575,UGA,North America,United States,Food & Nutrition,Undergrad,11,Accepted,2018
2711,UiOslo_Norway,Europe,Norway,Diagnostics,Overgrad,11,Accepted,2018
2712,UIOWA,North America,United States,Manufacturing,Overgrad,16,Accepted,2018
2828,UIUC_Illinois,North America,United States,Energy,Undergrad,8,Accepted,2018
2607,UI_Indonesia,Asia,Indonesia,Diagnostics,Undergrad,17,Accepted,2018
2672,ULaval,North America,Canada,Manufacturing,Overgrad,21,Accepted,2018
2651,ULaVerne_Collab,North America,United States,Environment,Undergrad,11,Accepted,2018
2825,UMaryland,North America,United States,Environment,Overgrad,15,Accepted,2018
2858,UMass_Dartmouth,North America,United States,Foundational Advance,Undergrad,8,Accepted,2018
2662,UNebraska-Lincoln,North America,United States,Environment,Undergrad,13,Accepted,2018
2660,Unesp_Brazil,Latin America,Brazil,Therapeutics,Overgrad,26,Accepted,2018
2710,UNSW_Australia,Asia,Australia,Foundational Advance,Undergrad,16,Accepted,2018
2777,UofGuelph,North America,Canada,Food & Nutrition,Overgrad,12,Accepted,2018
2581,UPF_CRG_Barcelona,Europe,Spain,Therapeutics,Undergrad,19,Accepted,2018
2669,Uppsala,Europe,Sweden,New Application,Overgrad,26,Accepted,2018
2732,USAFA,North America,United States,Therapeutics,Undergrad,9,Accepted,2018
2838,USMA-West_Point,North America,United States,Manufacturing,Undergrad,15,Accepted,2018
2724,USNA_Annapolis,North America,United States,,Undergrad,6,Withdrawn,2018
2771,USP-Brazil,Latin America,Brazil,Foundational Advance,Overgrad,21,Accepted,2018
2603,USP-EEL-Brazil,Latin America,Brazil,Environment,Undergrad,16,Accepted,2018
2768,USTC,Asia,China,Manufacturing,Undergrad,46,Accepted,2018
2769,USTC-Software,Asia,China,Software,Undergrad,22,Accepted,2018
2537,UST_Beijing,Asia,China,Food & Nutrition,Undergrad,32,Accepted,2018
2594,US_AFRL_CarrollHS,North America,United States,High School,High_school,22,Accepted,2018
2742,UT-Knoxville,North America,United States,Environment,Undergrad,20,Accepted,2018
2736,Utrecht,Europe,Netherlands,Environment,Undergrad,14,Accepted,2018
2656,Valencia_UPV,Europe,Spain,New Application,Undergrad,19,Accepted,2018
2622,Vilnius-Lithuania,Europe,Lithuania,Foundational Advance,Undergrad,19,Accepted,2018
2621,Vilnius-Lithuania-OG,Europe,Lithuania,Foundational Advance,Overgrad,14,Accepted,2018
2535,Virginia,North America,United States,Manufacturing,Undergrad,14,Accepted,2018
2775,VIT_Vellore,Asia,India,Environment,Undergrad,17,Accepted,2018
2755,Wang_Li_China,Asia,Unspecified,High School,High_school,1,Withdrawn,2018
2841,Warwick,Europe,United Kingdom,Environment,Undergrad,20,Accepted,2018
2682,Washington,North America,United States,Foundational Advance,Undergrad,45,Accepted,2018
2663,WashU_StLouis,North America,United States,Food & Nutrition,Overgrad,7,Accepted,2018
2573,Waterloo,North America,Canada,New Application,Undergrad,38,Accepted,2018
2626,Westminster_UK,Europe,United Kingdom,Environment,Undergrad,11,Accepted,2018
2789,WHU-China,Asia,China,Environment,Undergrad,22,Accepted,2018
2680,William_and_Mary,North America,United States,Information Processing,Undergrad,14,Accepted,2018
2589,WLC-Milwaukee,North America,United States,Environment,Undergrad,14,Accepted,2018
2889,Worldshaper-Wuhan,Asia,China,High School,High_school,12,Accepted,2018
2827,Worldshaper-XSHS,Asia,China,High School,High_school,23,Accepted,2018
2577,WPI_Worcester,North America,United States,Food & Nutrition,Undergrad,9,Accepted,2018
2898,Xidian,Asia,China,,Team not yet accepted,1,Pending,2018
2619,XJTLU-CHINA,Asia,China,Therapeutics,Undergrad,23,Accepted,2018
2791,XJTU-China,Asia,China,Manufacturing,Undergrad,22,Accepted,2018
2623,XMU-China,Asia,China,New Application,Overgrad,41,Accepted,2018
2795,Yale,North America,United States,Environment,Undergrad,9,Accepted,2018
2823,ZCegypt,Africa,Egypt,,Unspecified,1,Withdrawn,2018
2721,ZJU-China,Asia,China,New Application,Undergrad,17,Accepted,2018
2556,ZJUT-China,Asia,China,Environment,Undergrad,25,Accepted,2018
